Name,Content
Ruwais,"Ruwais adalah nama Arab untuk anak laki -laki yang berarti ""kepala"", ""pemimpin""."
Ruwaishid,"Ruwaishid adalah nama Arab untuk anak laki -laki yang berarti ""dipandu dengan benar"", ""di jalan yang benar""."
Ruwayfi,"Ruwayfi adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""tinggi"", ""ditinggikan"", ""luhur"".Ini berasal dari nama Quran langsung Rafee, yang digunakan dalam Quran dalam ayat 40:15."
Saabih,"Saabih adalah nama Arab untuk anak laki -laki yang berarti ""jelas"", ""cantik""."
Saad,"Saad adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""kebahagiaan"", ""berkat"".Itu adalah nama banyak sahabat terkenal Nabi, kedamaian dan berkah Allah atas Dia dan teman -temannya, seperti Saad Ibn Muadh, Saad bin Ubadah, Saad Ibn Abi Waqqas.Berasal dari akar S-ain-d yang digunakan di banyak tempat dalam Al-Quran."
Saadad,"Saadad adalah nama Arab untuk anak laki -laki yang berarti ""akal"", ""rasionalitas"", ""kehati -hatian""."
Saadan,"Saadan adalah nama Arab untuk anak laki -laki yang berarti ""bahagia"", ""gembira""."
Saadi,"Arab untuk ""diberkati"", ""sukses"", ""ditakdirkan untuk kebahagiaan""."
Saadoon,"Saadoon adalah nama Arab untuk anak laki -laki yang berarti ""bahagia"", ""gembira""."
Saaeb,"Saaeb adalah nama Arab untuk anak laki -laki yang berarti ""masuk akal"", ""rasional"", ""cerdas""."
Saaed,"Saaed adalah nama Arab untuk anak laki -laki yang berarti ""hebat"", ""agung"", ""megah"", ""mulia dan aristokrat"", ""mulia"", ""superior""."
Saafin,"Saafin adalah nama Arab untuk anak laki -laki yang berarti ""mereka yang murni"", ""mereka yang tanpa cacat"".Ini adalah jamak dari Saafi."
Saaie,"Saaie adalah nama Arab untuk anak laki -laki yang berarti ""upaya"", ""persalinan"", ""berjuang"", ""pengejaran""."
Saaih,"Saaih adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""orang yang berpuasa"", ""orang yang menghabiskan banyak waktu di masjid"", ""orang yang bepergian dalam pelayanan Allah"".Berasal dari akar S-Y-H6 yang digunakan di sejumlah tempat dalam Quran."
Saayed,"Saayed adalah nama Arab untuk anak laki -laki yang ""dominan"", ""kepala"", ""pemimpin""."
Saayed,"Saayed adalah nama Arab untuk anak laki -laki yang berarti ""pemburu""."
Sabbagh,"Sabbagh adalah nama bahasa Arab untuk anak laki -laki yang berarti ""dyer"", yang tugasnya adalah mewarnai pakaian."
Sabbaq,"Sabbaq adalah nama Arab untuk anak laki -laki yang berarti ""tentang siapa yang berpacu dengan orang lain dan mendahului mereka"", ""orang yang lebih unggul dari orang lain dalam kebaikan dan kebajikan""."
Sabbar,"Sabbar adalah nama Arab untuk anak laki -laki yang berarti ""sangat sabar"", ""sangat abadi""."
Sabeeh,"Sabeeh adalah nama Al-Quran tidak langsung untuk anak laki-laki yang berarti ""orang yang memiliki wajah yang tampan dan bersinar"", ""orang yang wajahnya memancarkan cahaya"", dan secara harfiah itu berarti ""seperti matahari terbit"", dari akar Saad-B-H6 (""pagi"",""Sunrise"", ""to being"")."
Sabeer,"Sabeer adalah nama Arab untuk anak laki -laki yang berarti ""sabar"", ""abadi""."
Sabeeri,"Sabieri adalah nama Arab untuk anak laki -laki yang berarti ""sabar"", ""abadi"".Ini juga berarti ""awan putih tebal""."
Sabi,"Sabi adalah nama Arab untuk anak laki -laki yang berarti ""penuh kasih sayang"", ""orang yang merindukan sesuatu""."
Sabigh,"Sabigh adalah nama Arab untuk anak laki -laki yang berarti ""dyer"", orang yang mengubah warna pakaian menggunakan pewarna."
Sabihi,"Sabihi adalah nama Arab untuk anak laki-laki yang berarti ""cerah seperti pagi"", ""tampan""."
Sabiq,"Arab untuk ""orang yang berlomba orang lain"", ""orang yang berlomba orang lain dan bersaing dengan mereka dalam melakukan perbuatan baik""."
Sabir,"Sabir adalah nama Arab untuk anak laki -laki yang berarti ""sabar"", ""abadi""."
Sabit,"Sabit atau Thabit adalah nama Al -Quran langsung untuk anak laki -laki yang berarti ""dengan tegas di tempat"", ""stabil"", ""tidak tergoyahkan"".Ini digunakan dalam Quran dalam ayat 14:24 dan 14:27.Ini adalah nama sejumlah sahabat Nabi ﷺ, seperti Thabit Bin Qais dan Thabit Bin Abi Aasim."
Sabr,"Sabr adalah nama Arab untuk anak laki -laki yang berarti ""kesabaran"", ""daya tahan""."
Sabur,"Sabur adalah nama Arab untuk anak laki -laki yang berarti ""sabar"", ""abadi""."
Saburi,"Saburi adalah nama Arab untuk anak laki -laki dan perempuan yang berarti ""sabar"", ""abadi""."
Sadaad,"Sadaad adalah nama Arab untuk anak laki -laki yang berarti ""akal"", ""rasionalitas"", ""kesehatan penilaian""."
Sadan,"Sadan adalah nama Arab untuk anak laki -laki yang berarti ""masuk akal"", ""bijaksana"", ""masuk akal""."
Sadeeq,"Sadeeq adalah nama Arab untuk anak laki -laki yang berarti ""teman"", ""teman dekat""."
Sadiq,"Sadiq adalah nama quran langsung untuk anak laki -laki yang berarti ""jujur"", ""hati"", ""tulus"", ""setia"", ""setia"".Ini digunakan di tiga tempat dalam Quran."
Sadiqin,"Sadiqin adalah nama Arab untuk anak laki -laki yang berarti ""yang jujur"", itu adalah jamak dari Sadiq.Disebutkan 50 kali dalam Quran."
Sadqan,"Sadqan adalah nama Arab na untuk anak perempuan yang berarti ""jujur"", ""tulus""."
Saeed,"Saeed adalah nama Arab untuk anak laki -laki yang berarti ""bahagia"", ""sukses""."
Saeedan,"Saeedan adalah nama Arab untuk anak laki -laki yang berarti ""bahagia"", ""gembira""."
Safeen,"Safeen adalah nama Arab untuk anak laki -laki yang berarti ""kapal"".Ini adalah jamak Safeenah."
Safeer,"Safeer adalah nama Arab untuk anak laki -laki yang berarti ""Duta Besar"", ""Messenger""."
Safih,"Safih adalah nama Arab untuk anak laki -laki yang berarti ""mengampuni"", ""memaafkan"""
Safiyyaddin,"Safiyyaddin adalah nama Arab untuk anak laki -laki yang berarti ""yang terbaik dari orang -orang percaya"", ""yang terbaik di antara orang -orang percaya""."
Safuh,"Safuh adalah nama Arab untuk anak laki -laki yang berarti ""memaafkan"", ""mengampuni"", orang yang memaafkan dan mengampuni orang lain."
Safwan,"Safwan adalah nama quran langsung untuk anak laki -laki yang berarti ""batu"".Ini digunakan dalam Quran dalam ayat 2: 264.Safwan juga berarti ""hari yang cerah dan cerah"" (penuh sinar matahari dan tanpa awan), itu juga berarti ""murni""."
Sahban,"Sahban adalah nama Arab untuk anak laki -laki yang berarti ""teman"", ""pendamping""."
Sahbi,"Sahbi adalah nama Arab untuk anak laki -laki yang berarti ""teman"", ""pendamping""."
Saheer,"Saheer adalah nama Arab untuk anak laki -laki yang berarti ""orang yang merawat seseorang"", terutama orang yang begadang di malam hari untuk merawat anak atau orang sakit."
Sahhah,"Sahhah adalah nama Arab untuk anak laki -laki yang berarti ""utuh"", ""tanpa cacat,"" sempurna ""."
Sahib,"Sahib adalah nama Arab untuk anak laki -laki yang berarti ""teman"", ""pendamping""."
Sahil,"Sahil adalah nama Arab untuk anak laki -laki yang berarti ""pantai"", ""bank"", ""pantai"", ""garis pantai"", ""pantai"".Itu berasal dari nama Al -Quran yang digunakan dalam Al -Quran di Surat Taha selama kisah Nabi Musa (Musa), saw."
Sahir,"Sahir adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""orang yang begadang larut malam"", ""orang yang menghabiskan malam merawat orang yang sakit"".Ini berasal dari root S-H-R yang digunakan dalam Quran dalam ayat 79:14:"
Sahl,"SAHL adalah nama Arab untuk anak laki -laki yang berarti ""mudah"", ""tanpa masalah"", ""tanpa kesulitan"", ""polos dan tidak rumit"".Ini juga bisa berarti ""polos"", sebagian besar area tanah datar yang tidak memiliki banyak pohon."
Sahm,"Sahm adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""panah"" (sepotong kayu runcing yang ditembak dari busur, digunakan dalam berburu dan dalam perang).SAHM berasal dari akar S-H26-M yang digunakan dalam ayat 37: 141 dari Quran:"
Saibal,"Saibal adalah nama Arab untuk anak laki -laki yang berarti ""hujan yang jatuh"".Ini juga berarti ""lonjakan"" (lihat Sunbul)."
Saif,"Saif adalah nama Arab untuk anak laki -laki yang berarti ""musim panas"", jika dieja sebagai صَيْف dalam bahasa Arab.Jika dieja sebagai سَيْف, itu menjadi kata non-quran yang berarti ""pedang"".Keduanya dapat diterima sebagai nama, dan keduanya memiliki pengucapan yang hampir sama dalam bahasa Inggris.Perbedaannya adalah bahwa untuk arti ""musim panas"" suara ""S"" di Saif dibuat lebih jauh ke dalam mulut, mirip dengan bagaimana ""S"" dalam ""beberapa"" berbeda dari ""S"" di ""Sit""."
Saifaddin,"Saifaddin adalah nama Arab untuk anak laki -laki yang berarti ""pedang iman"", seorang pejuang yang mendukung imannya."
Saiful Haq,"Saiful Haq adalah nama Arab untuk anak laki -laki yang berarti ""pedang kebenaran"", seseorang yang berjuang untuk mendukung kebenaran dan keadilan."
Saiful Islam,"Saiful Islam adalah nama Arab untuk anak laki -laki yang berarti ""pedang Islam"", seorang pejuang yang mendukung Islam."
Saim,"Saim adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""orang yang puasa,"" seseorang yang melepaskan kesenangan demi Allah.Itu berasal dari Saum, puasa.Ini digunakan dalam jamak Saimeen dan Saimaat dalam Quran dalam ayat yang sama:"
Sajeed,"Sajeed adalah nama Arab untuk anak laki -laki yang berarti ""orang yang sering bersujud"", ""orang yang merendahkan dirinya di hadapan Tuhan""."
Sajid,"Sajid adalah nama Al -Quran langsung untuk anak laki -laki yang berarti ""orang yang bersujud"", ""orang yang merupakan penyembah Allah yang taat"".Kata Sajid disebutkan dalam ayat 9 dari Surat Az-Zumar (Bab 39 0f The Quran)."
Sakhr,"Sakhr adalah nama Arab untuk anak laki -laki yang berarti ""rock"", ""boulder""."
Salah,"Salah adalah nama Arab untuk anak laki -laki yang berarti ""kesetiaan"", ""kesetiaan"", ""kesalehan"", ""kemurnian"", ""kebaikan"", ""manfaat""."
Salahaddin,"Salahaddin adalah nama Arab untuk anak laki -laki yang berarti ""kejujuran iman"", ""kebaikan iman"", ""apa yang baik untuk iman"", orang yang menguntungkan dan membimbing umat Islam."
Salahan,"SALAHAN adalah nama Arab untuk anak laki -laki yang berarti ""baik"", ""tegak"", ""setia"", ""saleh""."
Salam,"Salam adalah nama quran langsung yang berarti perdamaian, keselamatan, keamanan, dan orang yang tidak membahayakan orang lain.Ini digunakan di banyak tempat dalam Al-Quran dan juga merupakan akar untuk nama As-Salam Allah.Seseorang tidak boleh dinamai as-Salam karena ""as-"" pada awalnya membuatnya spesifik untuk Allah, itu berarti ""satu-satunya perdamaian"".Tetapi dengan menghapus ""as-"", kata itu menjadi atribut umum dan dapat digunakan sebagai nama."
Saleef,"Saleef adalah nama Arab untuk anak laki -laki yang berarti ""sebelumnya"".Ini juga berarti ""orang yang ada di depan"", ""maju""."
Saleem,"Saleem adalah nama quran langsung untuk anak laki -laki yang berarti ""benar"", ""benar"", ""sempurna"", ""tidak cacat"", ""tidak terluka"", ""dalam kesehatan yang baik"".Disebutkan langsung dalam Quran dua kali, dan akarnya adalah S-L-M yang merupakan akar bagi banyak kata-kata Quran yang umum seperti Islam, Muslim, dan Salaam (damai)."
Saleet,"Saleet adalah nama Arab untuk anak laki -laki yang berarti ""fasih"", orang yang pandai berbicara atau berpidato."
Salif,"Salif adalah nama Arab untuk anak laki -laki yang berarti ""pendahulu"", ""sebelumnya"", ""sebelumnya"", ""prekursor""."
Salih,"Salih berarti benar, berbudi luhur, utuh, dan baik, itu adalah kebalikan dari korup."
Salihan,"Salihan adalah nama Arab untuk anak laki -laki yang berarti ""berbudi luhur"", ""saleh""."
Salihin,"Salihin adalah nama Arab untuk anak laki -laki yang berarti ""saleh"", ""berbudi luhur"".Ini adalah jamak dari Salih."
Salim,"Salim adalah nama Quran tidak langsung untuk anak laki -laki yang berarti benar, bebas dari kesalahan, aman, utuh, tidak terluka, tidak cacat, sehat.Disebutkan dalam jamak dalam Quran dalam Salimoon Jamak dan Akarnya, S-L-M, sangat umum digunakan dalam Quran dan merupakan sumber kata Islam, Muslim, dan Salaam (damai)."
Saloof,"Saloof adalah nama bahasa Arab untuk anak laki -laki yang berarti ""orang yang lebih maju dari yang lain"", ""orang yang sering maju""."
Saloom,"Saloom adalah nama Arab untuk anak laki -laki yang berarti ""aman dan sehat"", ""tanpa kesalahan"", ""tanpa cedera""."
Samaan,"Sama adalah nama Arab untuk anak laki -laki yang berarti ""orang yang mendengar"", ""orang yang mendengarkan"", ""orang yang merupakan pendengar yang baik""."
Samd,"SAMD adalah nama Arab untuk anak laki -laki yang berarti ""ketenangan"", ""tekad"", ""ketekunan"", ""ketabahan""."
Samee,"Samee adalah nama Arab untuk anak laki -laki yang berarti ""perseptif"", ""orang yang mendengar"".Ini digunakan 47 kali dalam Quran."
Sameek,"Arab untuk ""tinggi"", ""ditinggikan"", ""dibesarkan""."
Sameer,"Sameer (dengan tekanan pada akhir: -eMeer) adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""teman baik"".Makna literal adalah ""teman percakapan malam"", seseorang yang tinggal lama sampai malam berbicara dengan teman -teman.Ini berasal dari root S-M-R yang digunakan dalam Quran dalam ayat 23:67."
Samer,"Samer (dengan tekanan pada suku kata pertama: SAA-) adalah nama Quran langsung untuk anak laki-laki yang berarti ""teman baik"".Makna literal adalah ""teman percakapan malam"", seseorang yang tinggal lama sampai malam berbicara dengan teman -teman.Ini berasal dari root S-M-R yang digunakan dalam Quran dalam ayat 23:67."
Samid,"Samid adalah nama bahasa Arab untuk anak laki -laki yang berarti ""tegas"", ""tabah"", ""tidak tahu"", ""tidak tahan""."
Samik,"Arab untuk ""tinggi"", ""ditinggikan"", ""dibesarkan""."
Samit,"Samit adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti diam, itu adalah kinaya (referensi) untuk kebijaksanaan dan pemikiran yang mendalam.Ini berasal dari akar SAD-M-T yang digunakan dalam Quran di Bab 7:"
Sammad,"Sammad adalah nama Arab untuk anak laki -laki yang berarti ""tegas kehendak"", ""kuat dalam tekad"", ""gigih"", ""tabah""."
Sammar,"Sammar adalah nama Arab untuk anak laki -laki yang berarti ""orang yang melanjutkan percakapan lama hingga malam"".Ini adalah bentuk Saamer yang ditekankan."
Samood,"Samood adalah nama Arab untuk anak laki -laki yang berarti ""tegas kehendak"", ""kuat dalam tekad"", ""gigih"", ""tabah""."
Samoor,"Samoor adalah nama Arab untuk anak laki -laki yang berarti ""percakapan yang membentang ke malam""."
Samran,"Samran adalah nama Arab untuk anak laki-laki yang berarti ""orang yang melanjutkan percakapan lama hingga malam"" (secara kiasan berarti ""teman baik""), ""orang yang memiliki kulit berwarna zaitun""."
Sanaauddin,"Sanauddin adalah nama Arab untuk anak laki -laki yang berarti ""kemurahan iman"", seseorang yang merupakan penyebab keberhasilan agamanya."
Sannee,"Sannee adalah nama Arab untuk anak laki -laki yang berarti ""ditinggikan"", ""pangkat dan status tinggi""."
Sanwan,"Sanwan adalah nama Arab untuk anak laki -laki yang berarti ""sedikit air di gunung"" menurut ensiklopedia Sultan Qaboos, yang mungkin berarti aliran gunung kecil, danau atau kolam renang."
Saqeef,"Saqeef atau Thaqeef adalah nama Arab untuk anak laki -laki yang berarti ""terampil"", ""mahir"", ""cerdas"", ""bijaksana""."
Saqib,"Saqib adalah nama Arab untuk anak laki -laki yang berarti ""menusuk"", ""penetrasi"", ""tajam"", ""tertarik"".Ini digunakan dalam Quran dalam ayat 37:10 dan 86: 3."
Saree,"Saree adalah nama Arab untuk anak laki -laki yang berarti ""aliran"", ""sungai kecil"".Ini juga berarti ""pria terhormat"", ""pria terhormat""."
Sareem,"Arab untuk ""keputusan perusahaan"", ""resolusi"", ""ketegasan tekad""."
Sarih,"Sarih adalah nama Arab untuk anak laki -laki yang berarti ""gembala"".Ini juga berarti ""sukses""."
Sarim,"Sarim adalah nama Al -Quran tidak langsung untuk anak laki -laki.Itu berarti kuat, berani, menentukan, pedang yang tajam, atau satu dengan pikiran yang tajam.Ini berasal dari akar SAAD-R-M, yang digunakan tiga kali di halaman yang sama dari Quran ketika menceritakan kisah sekelompok petani:"
Sarraan,"Sarraan adalah nama Arab untuk anak laki -laki yang berarti ""bahagia"", ""gembira"", ""senang""."
Sarraw,"Sarraw adalah nama Arab untuk anak laki -laki yang berarti ""terhormat"", ""mulia"", ""murah hati""."
Sattar,"Sattar adalah nama Arab untuk anak laki -laki yang berarti ""satu bersembunyi"", digunakan dengan arti ""orang yang menyembunyikan kesalahan orang lain"", yaitu orang yang tidak berbicara buruk tentang orang lain dan tidak bergosip tentang kesalahan mereka.Beberapa sumber Islam menganggapnya sebagai salah satu nama Tuhan, tetapi banyak sarjana yang dihormati tidak setuju dengan ini.Itu adalah nama yang baik, apakah itu nama Tuhan atau tidak."
Saud,"Saud adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""bahagia"", ""beruntung"", ""diberkati"".Nama negara Arab Saudi berasal dari nama Saud.Berasal dari akar S-ain-d yang digunakan di banyak tempat dalam Al-Quran."
Sawahil,"Sawahil adalah nama Arab untuk anak laki -laki yang berarti ""pantai"", ""pantai"", ""tepi sungai"".Ini adalah jamak dari Sahil."
Sawdan,"Sawdan adalah nama Arab untuk anak laki -laki yang berarti ""hebat"", ""mulia"", ""luar biasa""."
Sayalan,"Sayalan adalah nama Arab untuk anak laki -laki yang berarti ""aliran"", ""efusi"", ""banjir""."
Saydad,"Saydad adalah nama Arab untuk anak laki -laki yang berarti ""akal"", ""rasionalitas""."
Sayhan,Sayhan adalah nama Al -Quran tidak langsung untuk anak laki -laki.Ini adalah nama sungai di Levant dan memiliki makna bepergian dan bergerak di tanah.Itu juga nama desa di Yaman.Berasal dari akar S-Y-H6 yang digunakan dalam Quran dalam 9: 2:
Saymar,"Saymar adalah nama Arab untuk anak laki-laki yang berarti ""orang yang melanjutkan percakapan lama hingga malam"", ""orang yang memiliki kulit berwarna zaitun""."
Saymour,"Saymour adalah nama Arab untuk anak laki -laki yang berarti ""orang yang melanjutkan percakapan lama hingga malam"", secara kiasan berarti ""teman""."
Saytar,"Saytar adalah nama Arab untuk anak laki -laki yang berarti ""bersembunyi""."
Sayyidah,"Sayyidah adalah nama Arab untuk anak perempuan yang berarti ""wanita"", ""wanita status tinggi"", ""kepala wanita""."
Seneen,"Seneen adalah nama Arab untuk anak laki -laki yang berarti ""tahun"", menjadi jamak dari Sanah (""tahun"")."
Serir,"Serir adalah nama Arab untuk anak laki -laki yang berarti ""orang yang membawa sukacita kepada orang lain"", ""orang yang menyebabkan kegembiraan pada orang lain""."
Shaalah,"Shaalah adalah nama Arab untuk anak perempuan yang berarti ""Kindler"", ""orang yang menyalakan api""."
Shaban,"Shaban adalah nama Arab untuk anak laki -laki yang mengacu pada bulan kedelapan kalender Islam.Ada beberapa teori tentang alasan penamaan bulan ini Shaban.Seseorang mengatakan bahwa itu berasal dari kata kerja Sha'aba (""untuk bercabang""), karena orang atau suku akan menyebar melalui tanah untuk mencari sumber air baru di bulan ini, atau untuk berperang.Sumber lain mengatakan itu dinamai demikian"
Shaddad,"Shaddad adalah nama Arab untuk anak laki -laki yang berarti ""kuat"", ""tegas"", ""parah""."
Shaddan,"Shaddan adalah nama Arab untuk anak perempuan yang berarti ""kijang yang ditanam"", kijang (jenis hewan yang terlihat seperti rusa atau rusa) yang cukup tua untuk tidak lagi membutuhkan perawatan ibunya."
Shadid,"Shadid adalah nama Arab untuk anak laki -laki yang berarti ""parah"", ""intens"", ""kuat"".Ini digunakan 52 kali dalam Quran."
Shafaqatullah,"Shafaqatullah adalah nama Arab untuk anak laki -laki dan perempuan yang berarti ""rahmat Tuhan"", ""simpati dan belas kasihan Tuhan untuk manusia""."
Shafeei,"Shafeei adalah nama Arab untuk anak laki -laki yang berarti ""disembuhkan"", ""sembuh""."
Shafi,"Shafi adalah nama Arab untuk anak laki -laki yang berarti ""penyembuh"", ""curer""."
Shafiq,"Shafiq adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""penuh kasih"", ""simpatik"", 'ingin berbuat baik "".Ini berasal dari akar sh-f-Q (kasihan, senja) yang digunakan di banyak tempat dalam Al-Quran."
Shaghaaf,"Shaghaaf adalah nama Arab untuk anak laki -laki yang berarti ""sangat cinta""."
Shahab,"Shahab adalah nama Al-Quran tidak langsung untuk anak laki-laki yang sering merupakan varian dari Shihab, yang berarti ""bintang jatuh"", ""meteor"", dan sebagian besar digunakan oleh non-arab, bukan shihab.Meskipun Shahab bukan nama Arab standar, itu adalah varian yang dapat diterima dari Shihab dan kedua nama dapat digunakan secara bergantian."
Shahd,"Shahd adalah nama Arab untuk anak laki -laki yang berarti ""saksi""."
Shaheeb,"Shaheeb adalah nama Arab untuk anak laki-laki yang berarti ""berwarna abu-abu""."
Shaheed,"Shaheed adalah nama Quran untuk anak laki -laki yang berarti ""martir"".Arti literalnya adalah ""saksi""."
Shaheer,"Shaheer adalah nama Al-Quran tidak langsung untuk anak laki-laki yang berarti ""terkenal"", ""dibedakan"", ""terkemuka"".Ini berasal dari akar SH-H26-R (bulan, bulan, kejelasan) yang digunakan di banyak tempat dalam Quran."
Shahid,"Shahid adalah nama Quran untuk anak laki -laki yang berarti ""saksi"", ""pengamat"".Ini secara langsung disebutkan dalam Al -Quran di banyak tempat yang digunakan Quran untuk menggambarkan Nabi Muhammad, kedamaian dan berkah Allah kepadanya, misalnya dalam:"
Shahir,"Shahir adalah nama Arab untuk anak laki -laki yang berarti ""populizer"" (orang yang membawa popularitas pada sesuatu)."
Shahr,"Shahr adalah nama Arab untuk anak laki -laki yang berarti ""bulan""."
Shahraan,"Shahraan adalah nama Al-Quran tidak langsung untuk anak laki-laki yang berarti ""seperti bulan"", terkenal, dan periode dua bulan lunar.Ini berasal dari akar SH-H-R (ketenaran, bulan, bulan) yang digunakan di banyak tempat dalam Quran."
Shaidan,"Shaidan adalah nama Arab untuk anak laki -laki yang berarti ""status dan pangkat tinggi""."
Shajar,"Shajar adalah nama Arab untuk anak laki -laki yang berarti ""pohon"", menjadi jamak Shajar (""pohon"")."
Shakir,"Shakir adalah nama quran langsung untuk anak laki -laki yang berarti ""bersyukur"", ""apresiatif"", ""bersyukur"".Ini digunakan empat kali dalam Quran."
Shakirah,"Shakirah adalah nama Alquran tidak langsung untuk anak perempuan yang berarti ""bersyukur"", ""apresiatif"", ""bersyukur"".Ini berasal dari root sh-k-r (""rasa terima kasih"") yang digunakan di banyak tempat dalam Al-Quran."
Shakirullah,"Shakirullah adalah nama Arab untuk anak laki -laki yang berarti ""seseorang yang berterima kasih kepada Tuhan"", ""orang yang menghargai berkat Tuhan""."
Shakkar,"Shakkar adalah nama Arab untuk anak laki -laki yang berarti ""bersyukur"", ""orang yang sering berterima kasih kepada Tuhan""."
Shakur,"Shakur adalah nama Arab untuk anak laki -laki yang berarti ""sangat menghargai"", ""sangat bersyukur"", orang yang menghargai kebaikan dan kebaikan orang lain.Shakur adalah bentuk hiperbolik Shakir.Shakur adalah salah satu nama Tuhan dalam Islam, tetapi karena maknanya juga dapat berlaku untuk manusia, itu dapat digunakan sebagai nama bayi (mirip dengan Ali yang juga merupakan nama Tuhan).Kata Shakur adalah nama Quran langsung yang disebutkan sepuluh kali dalam Quran."
Shalan,"Shalan adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""menyala"", ""memancarkan cahaya"", digunakan untuk menggambarkan sumber cahaya, seperti lentera, ketika telah dinyalakan.Shalan berasal dari root sh-ain-l yang digunakan dalam Bab 19 dari Quran:"
Shamakh,"Shamakh adalah nama Arab untuk anak laki -laki yang berarti ""status tinggi"", ""tinggi di peringkat"", ""hebat""."
Shamees,"Shamees adalah nama Arab untuk anak laki -laki yang berarti ""cerah"", ""cerah"", tempat yang menyala dengan baik oleh matahari."
Shamikh,"Shamikh adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""tinggi"", ""tinggi"", ""menjulang"", ""di atas semua yang lain"".Ini berasal dari akar sh-m-kh yang digunakan dalam ayat 77:27 dari Quran."
Shamis,"Shamis adalah nama anak laki -laki Arab yang berarti ""cerah"", ""diterangi matahari""."
Shamsaddin,"Shamsaddin adalah nama Al -Quran tidak langsung untuk anak laki -laki yang berarti ""matahari dari iman"", yaitu kepribadian yang cemerlang di antara orang -orang percaya.Itu dibentuk dari Shams (""Sun"") dan Al-Deen (""Iman"", yang mengacu pada agama Islam), yang keduanya merupakan kata-kata Quran."
Shamsan,"Shamsan adalah nama Arab untuk anak laki -laki yang berarti ""cerah"", ""brilian"", ""diterjemahkan matahari""."
Shareeq,"Shareeq adalah nama Arab untuk anak laki -laki yang berarti ""tempat di cakrawala dari mana matahari terbit"" (yaitu arah timur)."
Shariq,"Shariq adalah nama Alquran tidak langsung untuk anak laki-laki yang berarti ""matahari"", dan secara harfiah itu berarti ""apa yang bangkit dari timur"", berasal dari akar SH-R-Q (""Sunrise"", ""East"").Shariq juga berarti ""bersinar"", ""bahagia dan penuh harapan""."
Sharrah,"Sharrah adalah nama Arab untuk anak laki -laki yang berarti ""penjelasan"", ""penerjemah""."
Shati,"Shati adalah nama Arab untuk anak laki -laki yang berarti ""pantai"", ""pantai"", ""pantai"", ""sisi""."
Shawamikh,"Shawamikh adalah nama Arab untuk anak laki -laki yang berarti ""status tinggi"", ""hebat""."
Shaweer,"Shaweer adalah nama Arab untuk anak laki-laki yang berarti ""tampan"".Ini juga berarti ""orang yang mengekstrak madu dari sisir""."
Shawr,"Shawr adalah nama Arab untuk anak laki -laki yang berarti ""madu"".Ini juga berarti ""tampan""."
Shayyir,"Shayyir adalah nama Arab untuk anak laki-laki yang berarti ""tampan""."
Shayyir Ali,"Shayyir Ali adalah nama Arab untuk anak laki-laki yang berarti ""tampan dan tinggi dalam status dan pangkat"", dari nama Shayyir dan Ali."
Sheeban,"Sheeban adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""putih"", ""ditutupi dengan salju"", itu adalah nama Arab untuk bulan Januari.Ini berasal dari akar SH-Y-B yang digunakan tiga kali dalam Quran."
Shifaullah,"Shifaullah adalah nama Arab untuk anak laki -laki yang berarti ""penyembuhan Tuhan"", ""penyembuhan yang datang dari Tuhan""."
Shihab,"Shihab adalah nama Alquran tidak langsung untuk anak laki -laki yang berarti ""bintang jatuh"", ""meteor"".Ini disebutkan dalam Quran empat kali, misalnya dalam 72: 9."
Shufaiq,"Shufaiq adalah nama Arab untuk anak laki -laki yang berarti ""belas kasihan"", ""kasihan"", ""simpati""."
Shuhaib,"Shuhaib adalah nama Arab untuk anak laki -laki yang berarti ""bintang jatuh kecil""."
Shuhaid,"Shuhaid adalah nama Arab untuk anak laki -laki yang berarti ""saksi""."
Shuhair,"Shuhair adalah nama Arab untuk anak laki -laki yang berarti ""bulan"", itu juga berarti ""terkenal"", menjadi bentuk kecil Shahr atau Shaheer."
Shuhud,"Shuhud adalah nama Arab untuk anak laki -laki yang berarti ""saksi"".Ini adalah jamak dari Shahid."
Shukr,"Shukr adalah nama Arab untuk anak laki -laki dan perempuan yang berarti ""rasa terima kasih"", ""apresiasi""."
Shukrullah,"Shukrullah adalah nama Arab untuk anak laki -laki yang berarti ""terima kasih kepada Tuhan"", ""apresiasi terhadap berkat Tuhan""."
Shuraiq,"Shuraiq adalah nama Arab untuk anak laki -laki yang berarti ""timur"", ""tempat matahari terbit""."
Shuwair,"Shuwair adalah nama Arab untuk anak laki -laki yang berarti ""madu yang telah diekstraksi dari sisir"".Ini juga berarti ""tampan""."
Sibagh,"Sibagh adalah nama Arab untuk anak perempuan yang berarti ""pewarna"", ""cat""."
