Name,Arabic Name,Variant,Content
Ramz,رَمْز,N/A,"Ramz is an Arabic name for boys that means “mark”, “symbol”, “gesture”."
Ramzi,رمزي,N/A,"Ramzi is an indirect Quranic name for boys that comes from Ramz, which is “sign”, “symbol”, “gesture”, “code”, and it has meanings of “reserved”, “demure”, “quiet”. It is derived from the R-M-Z root which is used in the Quran in verse 3:41:"
Raqeem,رقيم,N/A,Raqeem is used in the Quran in Suratul Kahf:
Raqian,رَقْيَان,N/A,"Raqian is an Arabic name for boys that means “elevated’, “high in rank and status”."
Rashad,رَشَاد,N/A,"Rashad is an Arabic name for boys that means “right guidance”, “right path”, “true religion”."
Rashdan,رشدان,N/A,"Rashdan is an indirect Quranic name for boys. It means wise, rightly-guided, mature and is derived from the R-Sh-D root which is used in many places in the Quran."
Rashid,راشد,N/A,"Rashid is an indirect Quranic name for boys that means well-guided, wise, mature. Is derived from the R-Sh-D root which is used in many places in the Quran and is the root for Allah’s name of al-Rasheed."
Rateeq,رَتِيق,N/A,"Rateeq is an Arabic name for boys that means “mender”, “improver”."
Rauf,رَؤُوْف,N/A,"Rauf is a direct Quranic name for boys that means “merciful”, “lenient”, “compassionate”, “gracious”, “kind”. The Quran uses Rauf to describe Himself and Prophet Muhammad ﷺ. Rauf is used 11 times in the Quran"
Rayyih,رَيِّح,N/A,Rayyih is an Arabic name for boys that means “good-scented”.
Rayyis,رَيِّس,N/A,"Rayyis is an Arabic name for boys that means “chief”, “leader”, “commander”."
Razwan,رَضْوَان,N/A,"Razwan is an Arabic name for boys that means “preferred”, “chosen”, “selected”, “desired”."
Riaz,رِيَاض,N/A,"Riaz is an Arabic name for boys that means “land with beautiful grass and flowers”, “beautiful gardens”. It is also the name of the capital city of Saudi Arabia, usually spelled Riyadh."
Ridfan,رِدْفَان,N/A,Ridfan is an Arabic name for boys that means “the day and night cycle”.
Rifqi,رِفْقِي,N/A,"Rifqi is an Arabic name for boys that means “gentle”, “lenient”, “kind”."
Risl,رِسْل,N/A,"Risl is an Arabic name for boys that means “gentleness”, “leniency”, “mercy”."
Rubaih,رُبَيْح,N/A,"Rubaih is an Arabic name for boys that means “winner”, “one who wins often”, “one who makes profits”."
Ruhail,رُحَيْل,N/A,"Ruhail is an indirect Quranic name for boys that means “to leave”, “to go on a journey”, “to travel”. It is derived from the R-H6-L root which is used in many places in the Quran."
Rukain,رُكَيْن,N/A,"Rukain is an Arabic name for boys that means “pillar”, “support”."
Rukn,رُكْن,N/A,"Rukn is an Arabic name for boys that means “pillar”, “prop”, “support”. It also means “corner”."
Rumaiz,رُمَيز,N/A,"Rumaiz is an Arabic name for boys that means “symbol”, “sign”, “gesture”."
Ruqaim,رُقَيْم,N/A,"Ruqaim is an Arabic name for boys that means “mark”, “seal”."
Ruqee,رُقِيّ,N/A,"Ruqee is an Arabic name for boys that means “elevated”, “raised”, “high in rank and status”."
Rushaid,رُشَيْد,N/A,"Rushaid is an Arabic name for boys that means “rightly guided”, “on the right path”."
Rushd,رُشْد,N/A,"Rushd is an Arabic name for boys that means “awareness”, “right path”, “right way”."
Rushdan,رُشْدان,N/A,"Rushdan is an Arabic name for boys that means “right guidance”, “right path”, “rightly guided”, “on the right path”."
Ruwaihim,رُوَيْحم,N/A,"Ruwaihim is an Arabic name for boys that means “kind”, “compassionate”, “forgiving”."
Ruwais,رُوَيس,N/A,"Ruwais is an Arabic name for boys that means “chief”, “leader”."
Ruwaishid,رُوَيْشِد,N/A,"Ruwaishid is an Arabic name for boys that means “rightly guided”, “on the right path”."
Ruwayfi,رُوَيْفِع,N/A,"Ruwayfi is an indirect Quranic name for boys that means “high”, “exalted”, “sublime”. It is derived from the direct Quranic name Rafee, which is used in the Quran in verse 40:15."
Saabih,صَابِح,N/A,"Saabih is an Arabic name for boys that means “clear”, “beautiful”."
Saad,سعد,N/A,"Saad is an indirect Quranic name for boys that means “happiness”, “blessedness”. It is the name of many famous companions of the Prophet, peace and blessings of Allah upon him and his companions, such as Saad ibn Muadh, Saad bin Ubadah, Saad ibn Abi Waqqas. It is derived from the S-Ain-D root which is used in many places in the Quran."
Saadad,سَادَاد,N/A,"Saadad is an Arabic name for boys that means “sense”, “rationality”, “prudence”."
Saadan,سَعْدَان,N/A,"Saadan is an Arabic name for boys that means “happy”, “joyful”."
Saadi,N/A,N/A,"Arabic for “blessed”, “successful”, “destined for happiness”."
Saadoon,سَعْدُون,N/A,"Saadoon is an Arabic name for boys that means “happy”, “joyful”."
Saaeb,صَائِب,N/A,"Saaeb is an Arabic name for boys that means “sensible”, “rational”, “intelligent”."
Saaed,سائد,N/A,"Saaed is an Arabic name for boys that means “great”, “majestic”, “magnificent”, “noble and aristocratic”, “glorious”, “superior”."
Saafin,صَافِين,N/A,"Saafin is an Arabic name for boys that means “those who are pure”, “those who are without blemished”. It is the plural of Saafi."
Saaie,سَعْي,N/A,"Saaie is an Arabic name for boys that means “effort”, “labor”, “striving”, “pursuit”."
Saaih,سائح,N/A,"Saaih is an indirect Quranic name for boys that means “one who fasts”, “one who spends much time at the mosque”, “one who travels in the service of Allah”. It is derived from the S-Y-H6 root which is used in a number of places in the Quran."
Saayed,سَايِد,N/A,"Saayed is an Arabic name for boys that “dominant”, “chief”, “leader”."
Saayed,صَايِد,N/A,Saayed is an Arabic name for boys that means “hunter”.
Sabbagh,صَبَّاغ,N/A,"Sabbagh is an Arabic name for boys that means “dyer”, one whose job is to dye clothes."
Sabbaq,سَبَّاق,N/A,"Sabbaq is an Arabic name for boys that means “on who races with others and gets ahead of them”, “one who is superior to others in goodness and virtue”."
Sabbar,صَبَّار,N/A,"Sabbar is an Arabic name for boys that means “extremely patient”, “extremely enduring”."
Sabeeh,صَبِيْح,N/A,"Sabeeh is an indirect Quranic name for boys that means “one who has handsome and glowing face”, “one whose face emanates light”, and literally it means “like sunrise”, from the SAAD-B-H6 root (“morning”, “sunrise”, “to become”)."
Sabeer,صَبِير,N/A,"Sabeer is an Arabic name for boys that means “patient”, “enduring”."
Sabeeri,صَبِيرِي,N/A,"Sabeeri is an Arabic name for boys that means “patient”, “enduring”. It also means “thick white clouds”."
Sabi,صَابِي,N/A,"Sabi is an Arabic name for boys that means “affectionate”, “one who longs for something”."
Sabigh,صَابِغ,N/A,"Sabigh is an Arabic name for boys that means “dyer”, a person who changes the color of clothes using dye."
Sabihi,صَبِيحِي,N/A,"Sabihi is an Arabic name for boys that means “bright like the morning”, “good-looking”."
Sabiq,N/A,N/A,"Arabic for “one who races others”, “one who races others and competes with them in doing good deeds”."
Sabir,صَابِر,N/A,"Sabir is an Arabic name for boys that means “patient”, “enduring”."
Sabit,ثَابِت,N/A,"Sabit or Thabit is a direct Quranic name for boys that means “firmly in place”, “stable”, “unshakable”. It is used in the Quran in verses 14:24 and 14:27. It is the name of a number of the companions of the Prophetﷺ, such as Thabit bin Qais and Thabit bin Abi Aasim."
Sabr,صَبْر,N/A,"Sabr is an Arabic name for boys that means “patience”, “endurance”."
Sabur,صَبُور,N/A,"Sabur is an Arabic name for boys that means “patient”, “enduring”."
Saburi,صَبُورِي,N/A,"Saburi is an Arabic name for boys and girls that means “patient”, “enduring”."
Sadaad,سَدَاد,N/A,"Sadaad is an Arabic name for boys that means “sense”, “rationality”, “soundness of judgment”."
Sadan,سَادَان,N/A,"Sadan is an Arabic name for boys that means “sensible”, “prudent”, “reasonable”."
Sadeeq,صَدِيق,N/A,"Sadeeq is an Arabic name for boys that means “friend”, “close companion”."
Sadiq,صَادِق,N/A,"Sadiq is a direct Quranic name for boys that means “honest”, “truehearted”, “sincere”, “faithful”, “devoted”. It is used in three places in the Quran."
Sadiqin,صَادِقِيْن,N/A,"Sadiqin is an Arabic name for boys that means “truthful ones”, it is the plural of Sadiq. It is mentioned 50 times in the Quran."
Sadqan,صَدْقَان,N/A,"Sadqan is na Arabic name for girls that means “truthful”, “sincere”."
Saeed,سَعيد,N/A,"Saeed is an Arabic name for boys that means “happy”, “successful”."
Saeedan,سَعِيدان,N/A,"Saeedan is an Arabic name for boys that means “happy”, “joyful”."
Safeen,سَفِين,N/A,Safeen is an Arabic name for boys that means “ships”. It is the plural of Safeenah.
Safeer,سَفِير,N/A,"Safeer is an Arabic name for boys that means “ambassador”, “messenger”."
Safih,صَافِح,N/A,"Safih is an Arabic name for boys that means “pardoning”, “forgiving”"
Safiyyaddin,صَفِيّ الدين,N/A,"Safiyyaddin is an Arabic name for boys that means “the finest of the believers”, “the best among the believers”."
Safuh,صَفُوح,N/A,"Safuh is an Arabic name for boys that means “forgiving”, “pardoning”, one who forgives and pardons others."
Safwan,صفوان,N/A,"Safwan is a direct Quranic name for boys that means “rock”. It is used in the Quran in verse 2:264. Safwan also means “bright and clear day” (full of sunshine and without clouds), it also means “pure”."
Sahban,صَحْبَان,N/A,"Sahban is an Arabic name for boys that means “friend”, “companion”."
Sahbi,صَحْبِي,N/A,"Sahbi is an Arabic name for boys that means “friend”, “companion”."
Saheer,سَهِير,N/A,"Saheer is an Arabic name for boys that means “one who takes care of someone”, especially one who stays up at night to take care of a child or sick person."
Sahhah,صَحَّاح,N/A,"Sahhah is an Arabic name for boys that means “whole”, “flawless, “faultless”."
Sahib,صَاحِب,N/A,"Sahib is an Arabic name for boys that means “friend”, “companion”."
Sahil,سَاحِل,N/A,"Sahil is an Arabic name for boys that means “shore”, “rive bank”, “beach”, “coastline”, “coast”. It is derived Quranic name used in the Quran in Surat Taha during the story of Prophet Musa (Moses), peace be upon him:"
Sahir,سَاهِرٌ,N/A,"Sahir is an indirect Quranic a name for boys that means “one who stays up late at night”, “one who spends the night caring for a sick person”. It is derived from the S-H-R root which is used in the Quran in verse 79:14:"
Sahl,سَهْل,N/A,"Sahl is an Arabic name for boys that means “easy”, “without trouble”, “without difficulty”, “plain and uncomplicated”. It can also mean “plain”, a mostly flat area of land that doesn’t have many trees."
Sahm,سهم,N/A,"Sahm is an indirect Quranic name for boys that means “arrow” (the pointed piece of wood that is shot from a bow, used in hunting and in war). Sahm is derived from the S-H26-M root which is used in verse 37:141 of the Quran:"
Saibal,سَيْبَل,N/A,Saibal is an Arabic name for boys that means “rain that falls heavily”. It also means “spike” (see Sunbul).
Saif,صَيْف,N/A,"Saif is an Arabic name for boys that means “summer”, if spelled as صَيْف in Arabic. If spelled as سَيْف, it becomes a non-Quranic word that means “sword”. Both are acceptable as names, and both have nearly the same pronunciation in English. The difference is that for the meaning of “summer” the “s” sound in Saif is made further back in the mouth, similar to how the “s” in “some” is different from the “s” in “sit”."
Saifaddin,سَيْف الدين,N/A,"Saifaddin is an Arabic name for boys that means “sword of the faith”, a warrior who supports his faith."
Saiful Haq,سَيْفُ الحق,N/A,"Saiful Haq is an Arabic name for boys that means “sword of truth”, a person who fights in support of truth and justice."
Saiful Islam,سيف الإسلام,N/A,"Saiful Islam is an Arabic name for boys that means “sword of Islam”, a warrior who supports Islam."
Saim,صائم,N/A,"Saim is an indirect Quranic name for boys that means “one who is fasting,” a person who gives up pleasures for the sake of Allah. It comes from Saum, fasting. It is used in the plural Saimeen and Saimaat in the Quran in the same verse:"
Sajeed,سَجِيد,N/A,"Sajeed is an Arabic name for boys that means “one who prostrates often”, “one who humbles himself before God”."
Sajid,سَاجِد,N/A,"Sajid is a direct Quranic name for boys that means “one who prostrates”, “one who is a devout worshiper of Allah”. The word Sajid is mentioned in verse 9 of Surat az-Zumar (chapter 39 0f the Quran)."
Sakhr,صَخْر,N/A,"Sakhr is an Arabic name for boys that means “rock”, “boulder”."
Salah,صَلَاح,N/A,"Salah is an Arabic name for boys that means “faithfulness”, “loyalty”, “piety”, “purity”, “goodness”, “benefit”."
Salahaddin,صَلَاح الدين,N/A,"Salahaddin is an Arabic name for boys that means “uprightness of the faith”, “goodness of the faith”, “what is good for the faith”, a person who benefits and guides the Muslims."
Salahan,صَلَاحَان,N/A,"Salahan is an Arabic name for boys that means “good”, “upright”, “devoted”, “pious”."
Salam,سَلامٌ,N/A,"Salam is a direct Quranic name that means peace, safety, security, and a person who doesn’t harm others.  It is used in many places in the Quran and is also the root for Allah’s name of as-Salam. A person shouldn’t be named as-Salam because the “as-” at the beginning makes it specific to Allah, it means “the One Peace”. But by removing the “as-“, the word becomes a general attribute and can be used as a name."
Saleef,سَلِيف,N/A,"Saleef is an Arabic name for boys that means “preceding”. It also means “one who is ahead”, “advanced”."
Saleem,سَليم,N/A,"Saleem is an direct Quranic name for boys that means “righteous”, “true”, “perfect”, “unblemished”, “unharmed”, “in good health”. It is mentioned directly in the Quran twice, and its root is S-L-M which is the root for many common Quranic words like Islam, Muslim, and Salaam (peace)."
Saleet,سَلِيط,N/A,"Saleet is an Arabic name for boys that means “eloquent”, one who is good at speaking or at making speeches."
Salif,سَالِف,N/A,"Salif is an Arabic name for boys that means “predecessor”, “preceding”, “previous”, “precursor”."
Salih,صالح,N/A,"Salih means righteous, virtuous, intact, and good, it is the opposite of corrupt."
Salihan,صَالِحان,N/A,"Salihan is an Arabic name for boys that means “virtuous”, “pious”."
Salihin,صَالِحين,N/A,"Salihin is an Arabic name for boys that means “pious”, “virtuous”. It is the plural of Salih."
Salim,سالم,N/A,"Salim is an indirect Quranic name for boys that means correct, free from error, safe, intact, unharmed, unblemished, healthy. It is mentioned in the plural in the Quran in the plural Salimoon and its root, S-L-M, is very commonly used in the Quran and is the source of the word Islam, Muslim, and Salaam (peace)."
Saloof,سَلُوف,N/A,"Saloof is an Arabic name for boys that means “one who gets ahead of others”, “one who advances often”."
Saloom,سَلُوم,N/A,"Saloom is an Arabic name for boys that means “safe and sound”, “without fault”, “without injury”."
Samaan,سَمْعَان,N/A,"Samaan is an Arabic name for boys that means “one who hears”, “one who listens”, “one who is a good listener”."
Samd,صَمْد,N/A,"Samd is an Arabic name for boys that means “composure”, “determination”, “perseverance”, “steadfastness”."
Samee,سَمِيْع,N/A,"Samee is an Arabic name for boys that means “perceptive”, “one who hears”. It is used 47 times in the Quran."
Sameek,N/A,N/A,"Arabic for “high”, “exalted”, “raised”."
Sameer,سمير,N/A,"Sameer (with the stress on the end: -meer) is an indirect Quranic name for boys that means “good friend”. It’s literal meaning is “night conversation companion”, someone who stays up long into the night speaking with friends. It is derived from the S-M-R root which is used in the Quran in verse 23:67."
Samer,سامر,N/A,"Samer (with the stress on the first syllable: Saa-) is direct Quranic name for boys that means “good friend”. It’s literal meaning is “night conversation companion”, someone who stays up long into the night speaking with friends. It is derived from the S-M-R root which is used in the Quran in verse 23:67."
Samid,صَامِد,N/A,"Samid is an Arabic name for boys that means “firm”, “steadfast”, “unfaltering”, “impervious”."
Samik,سَامِك,N/A,"Arabic for “high”, “exalted”, “raised”."
Samit,صامت,N/A,"Samit is an indirect Quranic name for boys that means silent, it is a kinaya (reference) to wisdom and deep thought. It is derived from the Sad-M-T root which is used in the Quran in chapter 7:"
Sammad,صَمَّاد,N/A,"Sammad is an Arabic name for boys that means “firm of will”, “strong in determination”, “persevering”, “steadfast”."
Sammar,سَمّار,N/A,Sammar is an Arabic name for boys that means “one who continues conversation long into the night”. It is an emphasized form of Saamer.
Samood,صَمُود,N/A,"Samood is an Arabic name for boys that means “firm of will”, “strong in determination”, “persevering”, “steadfast”."
Samoor,سَمُور,N/A,Samoor is an Arabic name for boys that means “conversation that stretches into the night”.
Samran,سَمْران,N/A,"Samran is an Arabic name for boys that means “one who continues conversation long into the night” (figuratively meaning “good friend”), “one who has olive-colored skin”."
Sanaauddin,سناء الدين,N/A,"Sanauddin is an Arabic name for boys that means “exaltedness of the faith”, a person who is a cause for success of his religion."
Sannee,سَنِّي,N/A,"Sannee is an Arabic name for boys that means “exalted”, “high in rank and status”."
Sanwan,صَنْوَان,N/A,"Sanwan is an Arabic name for boys that means “a little water in the mountain” according to the Sultan Qaboos Encyclopedia, which may mean a small mountain stream, lake or pool."
Saqeef,ثَقِيف,N/A,"Saqeef or Thaqeef is an Arabic name for boys that means “skilled”, “proficient”, “adroit”, “sagacious”."
Saqib,ثَاقِب,N/A,"Saqib is an Arabic name for boys that means “piercing”, “penetrative”, “sharp”, “keen”. It is used in the Quran in verses 37:10 and 86:3."
Saree,سَرِي,N/A,"Saree is an Arabic name for boys that means “stream”, “small river”. It also means “respected gentleman”, “honored man”."
Sareem,صريم,N/A,"Arabic for “firm decision”, “resolution”, “firmness of resolve”."
Sarih,سَارِح,N/A,Sarih is an Arabic name for boys that means “shepherd”. It also means “successful”.
Sarim,صارم,N/A,"Sarim is an indirect Quranic name for boys. It means strong, brave, decisive, a sharp sword, or one with a sharp mind. It is derived from the SAAD-R-M root, which is used three times in the same page of the Quran when telling the story of a group of farmers:"
Sarraan,سَرَّان,N/A,"Sarraan is an Arabic name for boys that means “happy”, “joyful”, “pleased”."
Sarraw,سَرَّاو,N/A,"Sarraw is an Arabic name for boys that means “honorable”, “noble”, “generous”."
Sattar,سَتّار,N/A,"Sattar is an Arabic name for boys that means “one hides”, used with the meaning of “one who hides the faults of others”, i.e. one who doesn’t speak badly about others and does not gossip about their faults. Some Islamic sources consider it one of the names of God, but many respected scholars do not agree with this. It is a good name, whether it is a name of God or not."
Saud,سُعود,N/A,"Saud is an indirect Quranic name for boys that means “happy”, “fortunate”, “blessed”. The name of the country of Saudi Arabia comes from the name Saud. It is derived from the S-Ain-D root which is used in many places in the Quran."
Sawahil,سَوَاحِل,N/A,"Sawahil is an Arabic name for boys that means “coasts”, “shores”, “river banks”. It is a plural of Sahil."
Sawdan,سَوْدَان,N/A,"Sawdan is an Arabic name for boys that means “great”, “glorious”, “magnificent”."
Sayalan,سَيَلَان,N/A,"Sayalan is an Arabic name for boys that means “flow”, “effusion”, “flooding”."
Saydad,سَيْدَد,N/A,"Saydad is an Arabic name for boys that means “sense”, “rationality”."
Sayhan,سيحان,N/A,Sayhan is an indirect Quranic name for boys. It is the name of a river in the Levant and has meanings of traveling and moving about on the land. It is also the name of a village in Yemen. It is derived from the S-Y-H6 root which is used in the Quran in 9:2:
Saymar,سَيْمَر,N/A,"Saymar is an Arabic name for boys that means “one who continues conversation long into the night”, “one who has olive-colored skin”."
Saymour,سَيْمُور,N/A,"Saymour is an Arabic name for boys that means “one who continues conversation long into the night”, figuratively meaning “friend”."
Saytar,سَيْتَر,N/A,Saytar is an Arabic name for boys that means “to hide”.
Sayyidah,سَيِّدَة,N/A,"Sayyidah is an Arabic name for girls that means “lady”, “high status woman”, “chief woman”."
Seneen,سِنين,N/A,"Seneen is an Arabic name for boys that means “years”, being the plural of sanah (“year”)."
Serir,سِرِّير,N/A,"Serir is an Arabic name for boys that means “one who brings joy to others”, “one who causes delight in others”."
Shaalah,شَعَّالة,N/A,"Shaalah is an Arabic name for girls that means “kindler”, “one who kindles fires”."
Shaban,شَعْبَان,N/A,"Shaban is an Arabic name for boys that refers to the eighth month of the Islamic calendar. There are multiple theories on the reason for naming this month Shaban. One says that it comes from the verb Sha’aba (“to branch out”), because people or tribes would spread out through the land in search of new sources of water in this month, or to wage wars. Another source says it is named so"
Shaddad,شَدَّاد,N/A,"Shaddad is an Arabic name for boys that means “strong”, “firm”, “severe”."
Shaddan,شَدَّان,N/A,"Shaddan is an Arabic name for girls that means “grown antelope”, an antelope (a type of animal that looks like a deer or gazelle) that is old enough to no longer need the care of its mother."
Shadid,شَدِيْد,N/A,"Shadid is an Arabic name for boys that means “severe”, “intense”, “strong”. It is used 52 times in the Quran."
Shafaqatullah,شَفَقَتُ الله,N/A,"Shafaqatullah is an Arabic name for boys and girls that means “God’s mercy”, “God’s sympathy and pity for humans”."
Shafeei,شَفِيّ,N/A,"Shafeei is an Arabic name for boys that means “healed”, “cured”."
Shafi,شَافِي,N/A,"Shafi is an Arabic name for boys that means “healer”, “curer”."
Shafiq,شَفِيْق,N/A,"Shafiq is an indirect Quranic name for boys that means “compassionate”, “sympathetic”, ‘eager to do good”. It is derived from the SH-F-Q (pity, twilight) root which is used in many places in the Quran."
Shaghaaf,شَغَّاف,N/A,Shaghaaf is an Arabic name for boys that means “strongly in love”.
Shahab,شَهَاب,N/A,"Shahab is an indirect Quranic name for boys that is often a variant of Shihab, which means “shooting star”, “meteor”, and it is used mostly by non-Arabs instead of Shihab. Even though Shahab is not a standard Arabic name, it is an acceptable variant of the Shihab and both names can be used interchangeably."
Shahd,شَهْد,N/A,Shahd is an Arabic name for boys that means “witness”.
Shaheeb,شَهِيب,N/A,Shaheeb is an Arabic name for boys that means “gray-colored”.
Shaheed,شهيد,N/A,Shaheed is a Quranic name for boys that means “martyr”. Its literal meaning is “witness”.
Shaheer,شَهِيْر,N/A,"Shaheer is an indirect Quranic name for boys that means “well-known”, “distinguished”, “eminent”. It is derived from the SH-H26-R (moon, month, clarity) root which is used in many places in the Quran."
Shahid,شاهد,N/A,"Shahid is a Quranic name for boys that means “witness”, “observer”. It is directly mentioned in the Quran in many places The Quran uses it to describe Prophet Muhammad, peace and blessings of Allah upon him, for example in:"
Shahir,شَاهِر,N/A,Shahir is an Arabic name for boys that means “populizer” (one who brings popularity to something).
Shahr,شَهْر,N/A,Shahr is an Arabic name for boys that means “month”.
Shahraan,شهران,N/A,"Shahraan is an indirect Quranic name for boys that means “moon-like”, famous, and the period of two lunar months. It is derived from the Sh-H-R root (fame, moon, month) which is used in many places in the Quran."
Shaidan,شَيْدَان,N/A,Shaidan is an Arabic name for boys that means “high in status and rank”.
Shajar,شَجَر,N/A,"Shajar is an Arabic name for boys that means “trees”, being the plural of shajarah (“tree”)."
Shakir,شَاكِر,N/A,"Shakir is a direct Quranic name for boys that means “thankful”, “appreciative”, “grateful”. It is used four times in the Quran."
Shakirah,شَاكِرَة,N/A,"Shakirah is an indirect Quranic name for girls that means “thankful”, “appreciative”, “grateful”. It is derived from the SH-K-R root (“thankfulness”) which is used in many places in the Quran."
Shakirullah,شَاكِر الله,N/A,"Shakirullah is an Arabic name for boys that means “one who thanks God”, “one who appreciates God’s blessings”."
Shakkar,شَكَّار,N/A,"Shakkar is an Arabic name for boys that means “thankful’, “one who thanks God often”."
Shakur,شَكُوْر,N/A,"Shakur is an Arabic name for boys that means “very appreciative”, “deeply grateful”, one who appreciates the goodness and kindness of others. Shakur is the hyperbolic form of Shakir. Shakur is one of the names of God in Islam, but since its meaning can also apply to humans, it can be used as a baby name (similar to Ali which is also a name of God). The word Shakur is a direct Quranic name that is mentioned ten times in the Quran."
Shalan,شَعْلاَن,N/A,"Shalan is an indirect Quranic name for boys that means “lit”, “emanating light”, used to describe a source of light, such as a lantern, when it has been lit. Shalan is derived from the SH-AIN-L root which is used in Chapter 19 of the Quran:"
Shamakh,شَمَّاخ,N/A,"Shamakh is an Arabic name for boys that means “high in status”, “high in rank”, “great”."
Shamees,شَمِيس,N/A,"Shamees is an Arabic name for boys that means “sunny”, “bright”, a place that’s lit well by the sun."
Shamikh,شَامِخ,N/A,"Shamikh is an indirect Quranic name for boys that means “high”, “lofty”, “towering”, “above all others”. It is derived from the SH-M-KH root which is used in verse 77:27 of the Quran."
Shamis,شَامِس,N/A,"Shamis is an Arabic name boys that means “bright”, “sunlit”."
Shamsaddin,شمس الدين,N/A,"Shamsaddin is an indirect Quranic name for boys that means “sun of the faith”, i.e. a brilliant personality among the believers. It is formed from Shams (“sun”) and al-deen (“the faith”, which refers to the religion of Islam), both of which are Quranic words."
Shamsan,شَمْسَان,N/A,"Shamsan is an Arabic name for boys that means “bright”, “brilliant”, “sunlit”."
Shareeq,شَرِيق,N/A,Shareeq is an Arabic name for boys that means “the place on the horizon from which the sun rises” (i.e. direction of the east).
Shariq,شَارِق,N/A,"Shariq is an indirect Quranic name for boys that means “the Sun”, and literally it means “that which rises from the east”, derived from the SH-R-Q root (“sunrise”, “east”). Shariq also means “glowing”, “happy and hopeful”."
Sharrah,شَرَّاح,N/A,"Sharrah is an Arabic name for boys that means “explainer”, “interpreter”."
Shati,شَاطِئ,N/A,"Shati is an Arabic name for boys that means “coast”, “beach”, “shore”, “side”."
Shawamikh,شَوَامِخ,N/A,"Shawamikh is an Arabic name for boys that means “high in status”, “great”."
Shaweer,شَوِير,N/A,Shaweer is an Arabic name for boys that means “good-looking”. It also means “one who extracts honey from the comb”.
Shawr,شَوْر,N/A,Shawr is an Arabic name for boys that means “honey”. It also means “good-looking”.
Shayyir,شَيِّر,N/A,Shayyir is an Arabic name for boys that means “good-looking”.
Shayyir Ali,شَيِّر عَلِيّ,N/A,"Shayyir Ali is an Arabic name for boys that means “good-looking and high in status and rank”, from the names Shayyir and Ali."
Sheeban,شِيْبَان,N/A,"Sheeban is an indirect Quranic name for boys that means “white”, “covered with snow”, it is the Arabic name for the month of January. It is derived from the SH-Y-B root which is used three times in the Quran."
Shifaullah,شِفَاءُ الله,N/A,"Shifaullah is an Arabic name for boys that means “God’s healing”, “healing that comes from God”."
Shihab,شِهَاب,N/A,"Shihab is an indirect Quranic name for boys that means “shooting star”, “meteor”. It is mentioned in the Quran four times, for example in 72:9."
Shufaiq,شُفَيْق,N/A,"Shufaiq is an Arabic name for boys that means “mercy”, “pity”, “sympathy”."
Shuhaib,شُهَيْب,N/A,Shuhaib is an Arabic name for boys that means “little shooting star”.
Shuhaid,شُهَيْد,N/A,Shuhaid is an Arabic name for boys that means “witness”.
Shuhair,شُهَيْر,N/A,"Shuhair is an Arabic name for boys that means “month”, it also means “famous”, being the diminutive form of Shahr or Shaheer."
Shuhud,شُهُود,N/A,Shuhud is an Arabic name for boys that means “witnesses”. It is the plural of Shahid.
Shukr,شُكْر,N/A,"Shukr is an Arabic name for boys and girls that means “thankfulness”, “appreciation”."
Shukrullah,شُكْر الله,N/A,"Shukrullah is an Arabic name for boys that means “thankfulness toward God”, “appreciation of God’s blessings”."
Shuraiq,شُرَيْق,N/A,"Shuraiq is an Arabic name for boys that means “east”, “place of sunrise”."
Shuwair,شُوَيْر,N/A,Shuwair is an Arabic name for boys that means “honey that has been extracted from the comb”. It also means “good-looking”.
Sibagh,صِبَاغ,N/A,"Sibagh is an Arabic name for girls that means “dye”, “paint”."
Siddiq,صِدِّيْق,N/A,"Siddiq is a direct Quranic name for boys that means “truthful”, “loyal”, “devoted”, “true friend”. The Quran uses this word in descriptions of Prophet Yusuf, Ibrahim and Idrees, peace be upon them. Siddiq is the title of Abu Bakr, may Allah be pleased with him, who was the closest companion of Prophet Muhammad ﷺ."
Sidqi,صِدْقِيّ,N/A,"Sidqi is an Arabic name for boys that means “truthful”, “sincere”. It also means “doer of good deeds”."
Sihah,صِحَاح,N/A,"Sihah is an Arabic name for boys that means “flawless”, “faultless”, “healthy and free from diseases”."
Sihlal,سِهْلَال,N/A,"Sihlal is an Arabic name for boys that means “gentle”, “lenient”, “not harsh”."
Simar,سِيمَار,N/A,"Simar is an Arabic name for boys that means “night conversation”, a conversation that stretches long into the night."
Sina,سينا,N/A,"Sina is a Persian name for boys that refers to Mount Sinai, known as Saynaa in Arabic."
Sinan,سِنَان,N/A,Sinan is an Arabic name for boys that means “spearhead” (the tip of a spear). It also means “leopard”.
Sinwan,صِنْوَان,N/A,"Sinwan is an Arabic name for boys and girls that means “multiple trees that grow from the same root”, “two palm trees having the same root”."
Sirajaddin,سِرَاج الدِين,N/A,"Sirajaddin is an Arabic name for boys that means “lamp of the faith”, “light of the faith”, a person who guides and enlightens the Muslims."
Sirajulhaq,سِرَاج الحَق,N/A,"Sirajulhaq or Siraj al-Haq is an Arabic name for boys that means “lamp of truth”, “light of truth”, a person who guides and enlightens others."
Sirhan,سِرْحَان,N/A,"Sirhan is an Arabic name for boys that means “wolf”, and in some dialects “lion”."
Sobaan,ثوبان,N/A,"Sobaan is an indirect Quranic name for boys that means “to return to Allah”, “to repent”. It is derived from the TH-W-B root (reward, repentance, return, resort) which is used in many places in the Quran."
Solwi,سُلْوِيّ,N/A,"Solwi is an Arabic name for boys that means “consolation”, “comfort”."
