Name,Arabic Name,Variant,Content
Shahirah,شَاهِرَة,N/A,Shahirah is an Arabic name for girls that means “populizer” (one who brings popularity to something).
Shajarah,شَجَرة,N/A,Shajarah is an Arabic name for girls that means “tree”.
Shakirat,شاكرت,N/A,"Shakirat is the Turkish form of the Arabic name Shakirah which means “thankful”, “appreciative”. It is used for boys and girls."
Shakiriyyah,شَاكِرِيَّة,N/A,"Shakiriyyah is an Arabic name for girls that means “thankful”, “appreciative”."
Shakkarah,شَكَّارة,N/A,"Shakkarah is an Arabic name for girls that means “thankful’, “one who thanks God often”."
Shakura,شَكُوْرَة,N/A,"Shakura is an Arabic name for girls that means “extremely appreciative”, “deeply grateful”. It is derived from the SH-K-R (“thankfulness”) Quranic root and is the feminine form of the boy name Shakur."
Shamikha,شَامِخَة,N/A,"Shamikha is an indirect Quranic name for girls that means “lofty”, “high”, “towering”, “sublime”. It is derived from the SH-M-KH root which is used in verse 77:27 of the Quran."
Shamisah,شَامِسَة,N/A,"Shamisah is an Arabic name for girls that means “bright”, “sunlit”."
Shamkhah,شَمْخَة,N/A,"Shamkhah is an Arabic name for girls that means “greatness”, “highness of status and rank”."
Shams,شمس,N/A,Shams is the Arabic word for the sun. It is mentioned about 35 times in the Quran.
Shams Jahan,شمس جهان,N/A,"Shams Jahan is a Persian name for girls that means “beautiful”. Its literal meaning is “sun of the world”, “sunlight of the world”."
Shamsa,شمسة,N/A,Shamsah is a variant of the name Shams and refers to the Sun or something that is like the Sun in brilliance and radiance.
Shaqaaiq,شَقَائِق,N/A,"Shaqaaiq is an Arabic name for girls that means “heavy rain”. It also means “full sibling”, a sibling who is from the same parents as someone else."
Sharaa,شارا,N/A,"Sharaa is an Arabic name for girls that means “extremely beautiful”, “gorgeous”."
Sharah,شَارَة,N/A,"Sharah is an Arabic name for girls that means “extremely beautiful”, “gorgeous”."
Shararah,شَرَارة,N/A,"Shararah is an Arabic name for girls that means “spark”, “flare”, “flicker”."
Shari,شَاريّ,N/A,Shari is an Arabic name for girls that means “extremely beautiful”.
Shariqah,شَارِقَة,N/A,"Shariqah is an indirect Quranic name for girls that means “shining like sunshine”, “with a happy and glowing face”. It is derived from the SH-R-Q root (“east”, “sunrise”) which is used in many places in the Quran."
Sharraqah,شَرَّاقة,N/A,"Sharraqah is an Arabic name for girls that means “bright”, “brilliant”."
Shawraa,شَوْرَا,N/A,Shawraa is an Arabic name for girls that means “extremely beautiful”.
Shaykhaa,شَيْخَاء,N/A,Shaykhaa is an Arabic name for girls that means “high in status and rank”.
Sheefa,شِيفَاء,N/A,"Sheefa is an Arabic name for girls that means “healing”, “cure”. It is a variant of Shifa."
Shira,شِيرا,N/A,Shira is an Arabic name for girls that means “beautiful”.
Shufaiqah,شُفَيْقة,N/A,"Shufaiqah is an Arabic name for boys that means “mercy”, “pity”, “sympathy”."
Shuhada,شُهَدَاء,N/A,"Shuhada is an Arabic name for girls that means “martyrs”, “witnesses”. It is the plural of Shaheed. It is used 20 times in the Quran."
Shuhaibah,شُهَيْبَة,N/A,Shuhaibah is an Arabic name for girls that means “little shooting star”.
Shuhaidah,شُهَيْدة,N/A,Shuhaidah is an Arabic name for girls that means “witness”.
Shuhairah,شُهَيَرة,N/A,"Shuhairah is an Arabic name for girls that means “month”, it also means “famous”. It is the feminine form of Shuhair."
Shuhbah,شُهْبة,N/A,Shuhbah is an Arabic name for boys and girls that means “grayness”.
Shuhdah,شُهْدَة,N/A,Shuhdah is an Arabic name for girls that means “piece of honeycomb with honey in it”.
Shurah,شورة,N/A,"Shurah is an Arabic name for girls that means “extreme beauty”, “beauty that amazes”."
Siaad,سِعاد,N/A,"Siaad is an Arabic name for girls that means “to help”, “to support”, “to aid”."
Sibaghah,صِبَاغة,N/A,Sibaghah is an Arabic name for girls that means “to dye clothes”.
Sibgha,صبغة,N/A,"Sibgha is a direct Quranic name for girls that means “color”, “hue”, “dye”, it refers to the way that faith in God gives a special color to life."
Siddiqah,صِدِّيقة,N/A,"Siddiqah is an direct Quranic name for girls that means “supporter of truth”, “truthful”, “saintly”, “virtuous”. The Quran uses Siddiqah to describe Maryam (Mary), mother of Prophet Jesus, peace be upon them."
Sidra,سِدرة,N/A,"Sidra is a direct Quranic name for girls, it refers to a tree in heaven that is mentioned twice in the Quran. It is also the name of a Sahabiyya (a pious woman who lived at the time of the Prophet, peace and blessings of Allah upon him and his companions)."
Sifah,صِفَة,N/A,"Sifah is an Arabic name for girls that means “trait”, “characteristic”, “state”."
Sima,سيما,N/A,"Sima is an Arabic name for girls that means “complexion”, “appearance”, “countenance”. It is directly mentioned in the Quran in a number of verses, such as 47:30."
Simmaa,صِمَّا,N/A,Simmaa is an Arabic name for girls that means “brave”. It also means “lion”.
Simmah,سِمّة,N/A,"Simmah is an Arabic name for girls that means “mark”, “sign”, “token”, “attribute”, “trait”."
Sinnah,سِنّة,N/A,"Sinnah is an Arabic name for girls that means “doubleheaded axe”, “coulter” (a cutting blade fixed in front of a plowshare)."
Siraa,سِيْرَا,N/A,"Siraa is an Arabic name for girls that means “way of life”, “tradition”, “condition”."
Siraayah,سِرَاية,N/A,"Siraayah is an Arabic name for girls that means “night journey”, “night travel”."
Sirah,سِيرَة,N/A,"Sirah is an Arabic name for girls that means “way of life”, “tradition”."
Sitr,سِتْر,N/A,"Sitr is an Arabic name for girls that means “modesty”, “intelligence”."
Siwa,سواء,N/A,"Siwa is an Arabic name for girls that means “land that is covered with sand”, “flat land with soft sand”."
Sobia,ثوبية,N/A,"Sobia (also written with a Th as in Thobia) is an indirect Quranic name for girls that means “reward for good deeds”, something that God gives you in reward for a good thing you do. Sobia is an alternate version of the name Suwaiba and has the same meaning as it. It is derived from the TH-W-B root which is used in many places in the Quran."
Sodad,سؤدد or سودد,N/A,"Sodad is an indirect Quranic name for girls that means “honorable”, “master”, “leader”."
Sonbol,سُنْبُل,N/A,"Sonbol is a direct Quranic name for girls that means “ear of wheat”, “ear of corn” (the part of the cereal plant that holds the seeds, see this picture of a person with three ears in his hand).  Sonbol is mentioned in verse 47 of Surat Yusuf."
Sonbula,سُنْبُلَة,N/A,"Sonbula is a direct Quranic name for girls that means “plant ear”, “plant spike”, as in  “ear of wheat”, “ear of corn” (the part of the cereal plant that holds the seeds, see this picture of a person with three ears/spikes in his hand).  Sonbula is mentioned in verse 2:261 of the Quran."
Sonya,سُنْيَا,N/A,"Sunyaa is an Arabic name for girls that means “exalted”, “high in status and rank”."
Suadaa,سُعَداء,N/A,"Suadaa is an Arabic name for girls that means “happy”, “joyful”, it is the plural of Saeed."
Suaidah,سُعَيْدَة,N/A,"Suaidah is an Arabic name for girls that means “happy”, “joyful”. It is the diminutive form of Saadah."
Subahah,صُبَحَة,N/A,"Subahah is an Arabic name for girls that means “bright like the morning”, “beautiful”."
Subahah,صُبَاحة,N/A,"Subahah is an Arabic name for girls that means “flame of a lamp”. It also means “beautiful”, “good-looking”. It is the feminine form of Subah."
Subaibah,صُبَيْبَة,N/A,"Subaibah is an Arabic name for girls that means “lover”, “in love”."
Subaihah,صُبَيْحَة,N/A,Subaihah is an Arabic name for girls that means “one who arrives in the morning”.
Subhah,صُبْحة,N/A,"Subhah is an Arabic name for girls that means “beautiful”, “bright like the morning”."
Sudaiqah,صُدَيْقَة,N/A,"Sudaiqah is an Arabic name for girls that means “truthful”, “sincere”. It also means “good deed”."
Suffah,صُفَّة,N/A,"Suffah is an Arabic name for girls that means “courtyard”, “square”, “plaza”. It was the name of a place in the city of Medina where the the poor and migrants from Mecca took refuge and the Prophet (peace and blessings of Allah upon him) would look after them."
Suhailaa,سهيلاء,N/A,"Suhailaa is an Arabic name for girls that means “soft”, “lenient”, “gentle”. It is a variant of Suhailah."
Suhailah,سُهَيْلَة,N/A,"Suhailah is an Arabic name for girls that means “soft”, “lenient”, “gentle”."
Suhaima,سهيمة,N/A,"Suhaima is an indirect Quranic name for girls that means “little arrow”, it comes from sahm, which means “arrow” (the pointed piece of wood that is shot from a bow, used in hunting and in war). It is an ancient Arabic name for girls and the name of a number of Sahabiyaat (pious women who lived at the time of the Prophet, peace and blessings of Allah upon him and his companions), such as Suhaima bint Aslam bint Huraysh bint Udayy, Suhaima bint Masud bint Aws and Suhaima bint Umair al-Ansariyya. Suhaima is derived from the S-H26-M root which is used in verse 37:141 of the Quran:"
Suhaira,سُهَيْرَةٌ,N/A,"Suhaira is a Quranic name for girls, it is another version of the name Sahira and has the same meaning. Please look at Sahira for more information on this name’s meaning."
Suharaat,سُهْرَات,N/A,"Suharaat is an Arabic name for girls that means “to take care of”, to “watch over”, especially to stay up late at night to take care of a child or sick person."
Suhrah,سُهَرَة,N/A,"Suhrah is an Arabic name for girls that means “one who takes care of”, to “one who watches over someone”, especially one who stays up late at night to take care of a child or sick person."
Sujaydah,سُجَيْدة,N/A,"Sujaydah is an Arabic name for girls that means “one who prostrates often”, “one who humbles herself before God”. It is the diminutive form of Sajeedah."
Sukainah,سُكَيْنَة,N/A,"Sukainah is an Arabic name for girls that means “cute”, “adorable”, “lovable”, “sprightly”, “chirpy”, “energetic”, used especially to describe little girls."
Suknah,سُكْنَة,N/A,"Suknah is an Arabic name for girls that means “tranquility”, “serenity”."
Sukniyyah,سُكْنِيَّة,N/A,"Sukniyyah is an Arabic name for girls that means “tranquil”, “serene”."
Sulaimaa,سُلَيْمَا,N/A,"Sulaimaa is an Arabic name for girls that means “safe and sound”, “whole”, “unharmed”. It is a phonetic variant of Sulaimah."
Sulaimaat,سُلَيْمات,N/A,"Sulaimaat is an Arabic name for girls that means “safe and sound”, “unharmed”, “whole”. It is the plural of Sulaimah."
Sulaimah,سُلَيْمَة,N/A,"Sulaimah is an Arabic name for girls that means “safe and sound”, “whole”, “unharmed”. It is the feminine form of Sulaim."
Sulaiwah,سُلَيْوة,N/A,"Sulaiwah is an Arabic name for girls that means “consolation”, “comfort”, “ease and goodness of life”. It is the diminutive form of Salwah."
Sulamaa,سُلَمَاء,N/A,"Sulamaa is an Arabic name for girls that means “safe and sound”, “unharmed”, “whole”."
Sultanah,سُلْطَانة,N/A,"Sultanah is an Arabic name for girls that means “queen”, “ruler”, “power”, “authority”. It is the feminine form of Sultan."
Sulufah,سُلُوفَة,N/A,"Sulufah is an Arabic name for girls that means “advancement”, “to get ahead of others”."
Sulwan,سُلْوَان,N/A,"Sulwan is an Arabic name for boys and girls that means “comfort”, “consolation”, “solace”."
Sumaira,سُمَيْرَة,N/A,"Sumaira is a Quranic name for girls that means “night companion in conversation”, a beloved friend who stays up with her friends to talk. It is the diminutive form of the name Samira. It is not directly mentioned in the Quran, but its root is S-M-R which is used in the Quran in 19:52 when speaking of a group of people in Makkah who made fun of the Quran at the time of the Prophet, peace and blessings of Allah upon him:"
Sumairaa,سُمَيْرَاء,N/A,"Sumairaa is an Arabic name for girls that means “olive-skinned”, a person’s whose skin is neither very light nor dark."
Sumayya,سُمَيَّة,N/A,"Sumayya is an Arabic name for girls that means “small distinguishing mark”, and figuratively it means “unique”, “special”. It is derived from the W-S-M Quranic root. It is a name favored by Muslims as it is the name of the first martyr in the history of Islam, Sumayya bint Khubbat, mother of the Ammar bin Yasir."
Sundus,سُنْدُس,N/A,"Sundus is an Arabic name for girls that means “fine silk”, “silk brocade”."
Sunnah,سُنَّة,N/A,"Sunnah is an Arabic name for girls that means “tradition”, “way of life”. In Islamic literature it means “the Prophet’s traditions” (peace and blessings of Allah upon him), meaning his sayings and reports from others about his deeds."
Surah,سُورَة,N/A,"Surah is an Arabic name for girls that means “highness of status”, “highness of rank”, “glory”. It also means “chapter of the Quran”."
Suwaiba,ثويبة,N/A,"Suwaiba (also written with a Th as in Thuwaibah) is an indirect Quranic name for girls that means “reward for good deeds”, something that God gives you in reward for a good thing you do. It is derived from the TH-W-B root which is used in many places in the Quran."
Suwaida,سويدة,N/A,"Suwaida is an indirect Quranic name for girls. It is a synonym of Sawdah, which means “area of land with many palm trees”. It is derived from the S-W-D root (blackness, large number of palm trees) which is used in a number of places in the Quran."
Suwaidis,سُوَيْدِس,N/A,"Suwaidis is an Arabic name for boys that means “sixth”, especially a sixth child."
Suwaimah,سُوَيْمَة,N/A,"Suwaimah is an Arabic name for girls that means “mark”, “symbol”, “attribute”, “trait”. It also means “gold”, and “bamboo”, “reed”."
Suwairaa,سُوَيْراء,N/A,Suwairaa is an Arabic name for girls that means “pure gold”.
Taaliah,تَالِيَة,N/A,Taaliah is an indirect Quranic for girls that means “girl/woman who recites the Quran often”. It is derived from the T-L-A root (“to recite”) which is used in many places in the Quran.
Tabiah,تَابِعَة,N/A,"Tabiah is an Arabic name for girls that means “follower”, “successor”."
Taflah,طَفْلَة,N/A,"Taflah is an Arabic name for girls that means “soft and delicate”, “gentle”."
Taheerah,طَهِيرَة,N/A,"Taheerah is an Arabic name for girls that means “pure”, “without blemish or fault”, figuratively it means “innocent”, “virtuous”, “chaste”."
Tahira,طاهرة,N/A,"Tahira is an indirect Quranic name for girls that means “cleansed”, “pure”, “free from dirt”, “free from sin”. It is derived from the T16-H26-R root which is used in many places in the Quran."
Taiba,تائبة,N/A,"Taiba means a woman who loves to repent to Allah for all sins, minor or major, and always prays to God for forgiveness."
Taibah,طَيْبَة,N/A,"Taibah is an Arabic name for girls that means “wholesome”, “good”, “pure”. Taibah is the name of the city of the Prophet, peace and blessings of Allah upon him, more commonly known as Medina. The city was previously known as Yathrib, which comes from Tharb (“corruption”). The Prophet commanded that the name be changed to Taibah, which has a meaning that is opposite to Yathrib."
Taihaa,تَيْهَاء,N/A,Taihaa is an indirect Quranic name for girls that means “so vast that you can get lost in it”. Taihaa is derived from the T-Y-H26 root which is used in verse 5:26 of the Quran.
Tajallah,تاج الله,N/A,"Tajallah is an Urdu name and indirect Quranic name for girls that means “crown of Allah”, which means “a pious person who is a leader and who supports the cause of Allah”, it can also mean “most beautiful of Allah’s creations”."
Talaah,طَلْعَة,N/A,"Talaah is an Arabic name for girls that means “countenance”, “aspect”, “face”."
Talibah,طَالِبَة,N/A,"Talibah is an indirect Quranic name for girls that means “seeker”, “pursuer”, as in “seeker of knowledge”. It is usually used to mean “student”. Talibah is derived from the the T16-L-B (“to seek”, “to demand”) root which is used in many places in the Quran."
Tamirah,تَامِرَة,N/A,"Tamirah is an Arabic name for girls that means “date merchant”, “date trader”, literally meaning “possessor of dates”. It is the feminine form of Tamir."
Tammamah,تَمَّامَّة,N/A,"Tammamah is an Arabic name for girls that means “whole”, “complete”, “without flaw”."
Taqiyyah,تَقِيَّة,N/A,"Taqiyyah is an indirect Quranic name for girls that means “God-conscious”, “God-fearing”. It is related to the common Islamic concept of taqwa (fear and/or mindfulness of God)."
Tareefah,طَرِيفَة,N/A,"Tareefah is an Arabic name for girls that means “exquisite”, “rare”, “unique”, “quaint”."
Tariqa,طارقة,N/A,"Tariqa is the girl version of the name Tariq and has the same meaning, please visit it for more information on this name."
Tarqiyah,تَرْقِيَة,N/A,"Tarqiyah is an Arabic name for girls that means “ascension”, to raise upwards physically or in rank and status."
Tasaad,تَسْعَد,N/A,Tasaad is an Arabic name for girls that means “she becomes happy”.
Tasmia,تَسْمِيَة,N/A,"Tasmia is a direct Quranic name for girls that means “to mention the name of Allah”, “to say bismillah“, “to name”, “name”. It is derived from the S-M-A root which is used in many places in the Quran. The word Tasmia itself is used in verse 53:27 of the Quran."
Tasmira,تَثْمِيرة,N/A,"Tasmira is an Arabic name for boys that means “investment”. It can also mean “blossom”, “fruit”, the good things and profits that come from something."
Tawbaat,تَوْبَات,N/A,"Tawbaat is an Arabic name for girls that means “repentance”, it is the plural of Tawbah."
Tawhidah,تَوْحِيدَة,N/A,"Tawhidah is an Arabic name for girls that means “monotheism”, “belief in the oneness of God”. It is the feminized form of the word Tawhid."
Tawilah,طَوِيلَة,N/A,"Tawilah is an Arabic name for girls that means “tall”, “long”."
Tawlah,طَوْلَة,N/A,"Tawlah is an Arabic name for girls that means “elevation”, “raised area of land”."
Tawwabah,تَوَّابة,N/A,"Tawwabah is an Arabic name for girls that means “repenting”, a girl or woman who always repents and does not insist on sinning."
Tayibat,طَيِّبَات,N/A,"Tayibat is an Arabic name for girls that means “good things”, “pure things”, “things related to virtue”. It is a direct Quranic name mentioned 21 times in the Quran. Tayibat is the plural form of the name Tayyibah."
Tayilah,طَايِلَة,N/A,"Tayilah is an Arabic name for girls that means “great”, “high of rank and status”, “power”, “generous”."
Taysirah,تَيْسِيرَة,N/A,"Taysirah is an Arabic name for girls that means “ease”, “facilitation”."
Tayyibah,طَيّبَة,N/A,"Tayyibah is an Arabic name for girls that means “good”, “wholesome”, “virtuous”, “chaste”."
Tazkiah,تَزْكِيَة,N/A,"Tazkiah is an Arabic name for girls that means “purification”, “improvement”, “growth”. It also means “to pay the zakat“."
Teeha,تِيْهَة,N/A,"Teeha is an indirect Quranic name for girls that means “vast”, an area of land that’s so expansive that it is easy to get lost in. Teeha is derived from the T-Y-H26 root which is used in verse 5:26 of the Quran."
Thameenah,ثَمِينَة,N/A,"Thameenah is an Arabic name for girls that means “valuable”, “precious”."
Thamirah,ثَامِرَة,N/A,"Thamirah is an Arabic name for girls that means “productive”, “profitable” “fruit-bearing”."
Thanaa,ثَنَا,N/A,"Thanaa, also simplified as Sanaa, is an Arabic name for girls that means “praise”. Note that there is also a completely different Arabic name, also written and pronounced as Sanaa, which means “high rank”, “glory”."
Tharaa,ثَرَاء,N/A,"Tharaa is an Arabic name for girls that means “prosperity”, “affluence”, “fortune”."
Thayeba,ثَايِبة,N/A,"Thayeba is an Arabic name for girls that means “one who returns to God”, “one who repents”."
Tibrah,تِبْرَة,N/A,"Tibrah is an Arabic name for girls that means “gold ore”, “silver ore”, “gold lumps”."
Tina,تِينَا,N/A,Tina is an Arabic name for girls that means “fig” (a type of fruit). It is a phonetic variant of Tinah.
Tinat,تِينَات,N/A,"Tinat is an Arabic name for girls that means “figs”, the plural of Tinah (“one fig”), the explicit singular of Tin (“fig”)."
Tiymah,طِعْمَة,N/A,Tiymah is an Arabic name for girls that means “beautiful”.
Tooba,طُوْبَى,N/A,"Tooba is a direct Quranic name for girls that means “blessedness”, “goodness”, “bliss”. Some scholars say that it might also refer to a tree in Paradise. Tooba is derived from the T16-Y-B (“goodness”, “fragrance”) root and is used once in the Quran in chapter 13."
Turaifah,تُرَيْفَة,N/A,"Turaifah is an Arabic name for girls that means “blessing”, “good thing”, “luxury”."
Turfah,تُرْفَة,N/A,"Turfah is an Arabic name for girls that means “blessings”, “good things of life”, “luxuries”."
Ubaidah,عُبَيْدة,N/A,"Ubaidah is an Arabic name for boys and girls that means “servant of God”, “worshiper of God”."
Ufairah,عُفَيْرَة,N/A,"Ufairah is an indirect Quranic name for girls that refers to a type of gazelle. It is derived from the AIN-F-R (dust, power, etc.) root which is used in the Quran in verse 27:39."
Uhaidah,عُهَيْدة,N/A,"Uhaidah is an Arabic name for girls that means “covenant”, “promise”."
Ulya,عُليا,N/A,"Ulya is a direct Quranic name for girls that means “highest”, “supreme”, “sublime”. It is used in the Quran in Surat at-Tawbah:"
Umaima,أُمَيْمة,N/A,"Umaima is an indirect Quranic name for girls that comes from Umm (mother). It means “little Umm,” i.e. little mother, a loving nickname for a little girl, suggesting that one day she will grow up and be a mother. It is derived from the A-M-M root which is used in many places in the Quran, such as in the word Umm and the word Ummah (nation, creed)."
Umaira,عُمَيْرَة,N/A,"Umaira is an indirect Quranic name for girls that means “to perform Umrah“, which is the pilgrimage to the city of Makkah that is done outside of the Eid al-Adha period (if it is during Eid al-Adha then it is called Haj). The literal meaning of Umaira is “to visit”, “to tend”, “to enliven”. It is derived from the AIN-M-R root which is used in many places in the Quran."
Umamah,أُمامة,N/A,"Umamah is an indirect Quranic name for girls. It is an ancient Arabic word and means “three hundred camels” (the same way that the Arabic girl name Hend means “a hundred camels”). It is derived from the A-M-M root which many Quranic words are derived from, such as Ummah (nation, creed) and Umm (mother)."
Umm Aiman,أُمْ أَيْمَن,N/A,"Umm Aiman is an Arabic name for girls that means “blessed”. It is the name of two Sahabi women (pious woman who lived at the time of the Prophet, peace and blessings of Allah upon him)."
Umm Hamdi,أُم حَمدي,N/A,Umm Hamdi is an Arabic name for girls that means “a woman who praises and thanks God often”.
Ummah,أُمَّة,N/A,"Ummah is an Arabic name for girls that means “nation”, “community”. It is used 52 times in the Quran."
Ummul Hanaa,أم الهناء,N/A,Ummul Hanaa is an indirect Quranic name for girls that means source of happiness and peace. Umm means “mother” and Hanaa means happiness and peace. Umm is used in Arabic to make an attribute stronger and to say that the person is the source of this attribute. Umm is a Quranic word and Hanaa is an indirect Quranic name itself: Hanaa
Umniya,أمنية,N/A,"Umniya is an direct Quranic name that means “wish”, “hope”, “fancy”. It is mentioned in the Quran in 22:52. It is derived from the M-N-Y root which is used in many places in the Quran, and its plural is Amani, which is another direct Quranic name for girls."
Uraifah,عُرَيْفة,N/A,"Uraifah is an Arabic name for girls that means “good scent”. It can also be the diminutive form of Arafah, which is the name of  mountain near Mecca."
Usraat,عُصْرَات,N/A,"Usraat is an Arabic name for girls that means “refuge”, “shelter”, “place of safety”."
Utaiqah,عُتَيِّقة,N/A,"Utaiqah is an Arabic name for girls that means “generosity”, “goodness”, “virtue”."
Uzaibah,عُذَيْبَة,N/A,"Uzaibah is an Arabic name for girls that means “fresh”, “sweet”."
Uzaizah,عُزَيْزة,N/A,"Uzaizah is an Arabic name for girls that means “mighty”, “powerful”, “one who has a strong sense of honor”."
Waafiyah,وَافية,N/A,"Waafiyah is an Arabic name for girls that means “loyal”, “faithful”. It also means “whole”, “complete”, “perfect”."
Waaliyah,وَالِية,N/A,"Waaliyah is an Arabic name for girls that means “governor”, “ruler”, “in charge of”."
Waddaa,وَدَّا,N/A,"Waddaa is an Arabic name for girls that means “love”, “affection”. It is a variant of Waddah."
Waddah,وَدَّة,N/A,"Waddah is an Arabic name for girls that means “love”, “affection”."
Wadida,وَدِيْدَة,N/A,"Arabic for “loving”, “affectionate”."
Wadiyah,وَادِيَة,N/A,Wadiyah is an Arabic name for girls that means “valley”.
Waelah,وَائِلة,N/A,"Waelah is an Arabic name for girls that means “clan”, “tribe”. It also means “one who takes refuge”."
Wafeeqah,وَفِيْقَة,N/A,"Wafeeqah is an Arabic name for girls that means “friend”, “companion”. It also means “harmonious”, “appropriate”."
Wafiyyah,وَفِيَّة,N/A,"Wafiyyah is an indirect Quranic name for girls that means “loyal”, “faithful”. It is derived from the W-F-Y which is used in the Quran."
Wafqah,وَفْقَة,N/A,"Wafqah is an Arabic name for girls that means “accord”, “harmony”, “agreement”."
Wahbah,وَهْبَة,N/A,"Wahbah is an Arabic name for girls that means “gift”, “bestowal”, something given freely."
Wahbiyyah,وَهْبِيّة,N/A,"Wahbiyyah is an Arabic name for girls that means “gift”, “bestowal”."
Wahdah,وَحْدَة,N/A,"Wahdah is an indirect Quranic name for girls that means “unity”, “alliance”. It is derived from the W-H6-D root which is used in many places in the Quran. Wahdat is a variant of this name that can be used for boys as well."
Waheebah,وَهِيبة,N/A,"Waheebah is an Arabic name for girls that means “gift”, “bestowal”."
Waheeda,وَحِيْدَة,N/A,"Waheeda is an indirect Quranic name for girls that means “unique”, “singular”, “peerless”. It is derived from the W-H6-D root which is used in many places in the Quran."
Waheedah,وَحِيدة,N/A,"Waheedah is an Arabic name for girls that means “unique”, “singular”, “peerless”, “alone”."
Wahibah,وَاهِبَة,N/A,"Wahibah is an Arabic name for girls that means “giver”, “bestower”."
Wahida,وَاحِدَة,N/A,"Wahida is an Arabic name for girls that means “one”, “unique”. It is used 31 times in the Quran."
Wajahah,وجاهة,N/A,"Wajahah is an Arabic name for girls that means “prestige”, “distinction”, “glory”, “honor”."
Wajahat,وَجَاهَت,N/A,"Wajahat is a the Turkish form of the Arabic girl name Wajahah which means “distinction”, “prominence”, “honor”, “glory”."
Wajeedaa,وَجِيدَا,N/A,"Wajeedaa is an Arabic name for girls that means “loving”, “affectionate”. It is a variant of Wajidah."
Wajeedah,وَجِيدَة,N/A,"Wajeedah is an Arabic name for girls that means “loving”, “affectionate”."
Wajeehah,وَجِيْهَة,N/A,"Wajeehah is an Arabic name for girls that means “prestigious”, “noble”, “honorable”, “glorious”."
Wajeezah,وَجِيزَة,N/A,Wajeezah is an Arabic name for girls that means “one who speaks briefly but eloquently”.
Wajibah,وَاجِبَة,N/A,"Wajibah is an Arabic name for girls that means “essential”, “imperative”, “indispensable”, “obligatory”."
Waleedah,وَلِيدَة,N/A,"Waleedah is an Arabic name for girls that means “infant”, “newborn”, “new”, “daughter”."
Waleeya,وَلِيَّة,N/A,"Arabic for “supporter”, “caretaker”, “companion”, “intimate friend”, “patron”, “custodian”."
Waniya,وانية,N/A,"Waniya is an indirect Quranic name for girls that means “soft, gentle breeze”. It is derived from the W-N-Y root (softened, weakened, slackened) which is used in the Quran in 20:42:"
Waqida,وَاقِدَة,N/A,"Arabic for “brilliant”, “kindled”."
Waqqaa,وَقَّاء,N/A,"Waqqaa is an Arabic name for boys and girls that means “protector”, “shield”, “guardian”."
Wardah,وَرْدَة,N/A,"Wardah is a direct Quranic name for girls that means “flower”, “flowery”, “rosy”, “fresh”, “glowing”. It is used in the Quran in verse 55:37:"
Wardiyyah,وَرْدِيَّة,N/A,"Wardiyyah is an Arabic name for girls that means “rose-like”, “rose-colored”, “rosy”."
Warida,وَارِدَة,N/A,"Arabic for “aware”, “learned”, “experienced”."
Waritha,وَارِثَة,N/A,"Arabic for “inheritor”, “long-lived”."
Warqaa,وَرْقَاء,N/A,Arabic for “female pigeon”.
Wasamah,وَسَامَة,N/A,Wasamah is an Arabic name for girls that means “beauty”.
Wasaya,وَصَايَا,N/A,"Wasaya is an Arabic name for girls that means “tenets”, “teachings”, “precepts”, “behests”, “wills”."
Waseela,وَسِيْلَة,N/A,"Waseela is a direct Quranic name for girls that means “anything that brings you closer to Allah”, things like good deeds and avoiding sins. Waseela is used twice in the Quran:"
Waseema,وَسِيْمَة,N/A,"Arabic for “beautiful”, “good-looking”, “pretty”."
Wasfah,وَصْفَة,N/A,"Wasfah is an Arabic name for girls that means “description”, “praise”."
Wasfia,وَصْفِيَّة,N/A,"Wasfia is an indirect Quranic name for girls that means “worthy of praise”, “worthy of mention”. It is derived from the W-SAAD-F root which is used in a number of places in the Quran."
Wasifa,وَاصِفَة,N/A,"Arabic for “describer”, “one who praises”."
Wasiya,وَاسِعَة,N/A,"Arabic for “gracious”, “patient”, “powerful”."
Wasiyyah,وَصِيَّة,N/A,"Wasiyyah is an Arabic name for girls that means “will”, “behest”, “tenet”."
Wasmaa,وَسْمَاء,N/A,"Wasmaa is an Arabic name for girls that means “beautiful”, “radiant”."
Wathiqa,وَاثِقَة,N/A,"Wathiqa is an indirect Quranic name for girls that means “certain”, “confident”, “sure”. It is derived from the W-TH-Q root which is used in a number of places in the Quran."
Wazeenah,وَزِينَة,N/A,"Wazeenah is an Arabic name for girls that means “original”, a person who has original thoughts and opinions."
Wazia,وَازِعَة,N/A,"Arabic for “distributor”, “protector”."
Wazira,وزيرة,N/A,"Arabic for “minister”, “helper”, “assistant”."
Waznah,وَزْنَة,N/A,Waznah is an Arabic name for girls that means “petite and intelligent woman”.
Wiqaa,وِقَاء,N/A,"Wiqaa is an Arabic name for girls that means “shield”, “protection”, something that protects."
Wisama,وِسَامَة,N/A,Arabic for “beauty” and “attractiveness”.
Wuhaibah,وُهَيْبَة,N/A,"Wuhaibah is an Arabic name for girls that means “gift”, “bestowal”."
Wuraidah,وُرَيْدَة,N/A,Wuraidah is an Arabic name for girls that means “little flower”.
Wurud,وُرُوْد,N/A,"Arabic for “flowers”, “roses”."
Yalina,يَلِيْنَا,N/A,Yalina is an indirect Quranic name for girls. It is a non-standard derivation of the name Aleena and has the same meaning. For more information see: Aleena
